"Adress","Area","Date","Fee","Price","Price Per SQM","Size","index","timestamp","timestampString","uid","url","url_uid"
"Ernst Ahlgrens Väg 6, 2 tr","LägenhetLägenhet                    Fredhäll,              Stockholms kommun","Såld 1 december 2022","2 173 kr/mån","Slutpris 3 750 000 kr","91 463 kr/m²","41 m²                                   2 rum",300,1675427967343,"Fri, 03 Feb 2023 12:39:27 GMT","6OuldCBbFrkqcZoCb6ex","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=7&rooms_max=2&rooms_min=2&sold_age=12m","7"
"Karlbergsvägen 48, 6tr","LägenhetLägenhet                    Vasastan,              Stockholms kommun","Såld 1 december 2022","3 236 kr/mån","Slutpris 7 050 000 kr","133 019 kr/m²","53                                          + 6 m²                                                       2 rum",301,1675427967343,"Fri, 03 Feb 2023 12:39:27 GMT","kHFqcyP9ystl9vI9I3HR","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=7&rooms_max=2&rooms_min=2&sold_age=12m","7"
"Dalagatan 74A, ög","LägenhetLägenhet                    Stockholm,              Stockholms kommun","Såld 30 november 2022","2 352 kr/mån","Slutpris 4 600 000 kr","112 195 kr/m²","41 m²                                   2 rum",302,1675427967343,"Fri, 03 Feb 2023 12:39:27 GMT","qq5XijtXqQCrHicma42u","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=7&rooms_max=2&rooms_min=2&sold_age=12m","7"
"Skedviksvägen 20B","LägenhetLägenhet                    Årsta,              Stockholms kommun","Såld 30 november 2022","4 171 kr/mån","Slutpris 3 350 000 kr","52 756 kr/m²","63,5 m²                                   2 rum",303,1675427967343,"Fri, 03 Feb 2023 12:39:27 GMT","it2H6ANr3BUcIN7PXqyk","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=7&rooms_max=2&rooms_min=2&sold_age=12m","7"
"Götgatan 118, vån 3","LägenhetLägenhet                    SoFo,              Stockholms kommun","Såld 30 november 2022","2 314 kr/mån","Slutpris 4 400 000 kr","84 615 kr/m²","52 m²                                   2 rum",304,1675427967343,"Fri, 03 Feb 2023 12:39:27 GMT","badnlCy2iDx3ZcWXjeah","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=7&rooms_max=2&rooms_min=2&sold_age=12m","7"
"Årstavägen 133, vån 2 / 4","LägenhetLägenhet                    Årsta,              Stockholms kommun","Såld 30 november 2022","3 167 kr/mån","Slutpris 2 615 000 kr","68 816 kr/m²","38 m²                                   2 rum",305,1675427967343,"Fri, 03 Feb 2023 12:39:27 GMT","QrCH7TP97yLwgm9vnmx5","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=7&rooms_max=2&rooms_min=2&sold_age=12m","7"
"Engelbrektsgatan 14","LägenhetLägenhet                    Östermalm,              Stockholms kommun","Såld 30 november 2022","3 284 kr/mån","Slutpris 9 800 000 kr","128 947 kr/m²","76 m²                                   2 rum",306,1675427967343,"Fri, 03 Feb 2023 12:39:27 GMT","xU7swq53jqssgutcAhKm","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=7&rooms_max=2&rooms_min=2&sold_age=12m","7"
"Adlerbethsgatan 17","LägenhetLägenhet                    Fredhäll,              Stockholms kommun","Såld 30 november 2022","1 847 kr/mån","Slutpris 3 070 000 kr","90 294 kr/m²","34 m²                                   2 rum",307,1675427967343,"Fri, 03 Feb 2023 12:39:27 GMT","fGGH9EmpuXtAnFFq0oSi","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=7&rooms_max=2&rooms_min=2&sold_age=12m","7"
"Grev Turegatan 76","LägenhetLägenhet                    Östermalm,              Stockholms kommun","Såld 30 november 2022","2 815 kr/mån","Slutpris 8 100 000 kr","139 655 kr/m²","58 m²                                   2 rum",308,1675427967343,"Fri, 03 Feb 2023 12:39:27 GMT","XPwmKfBzaR6rqbvDEEVW","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=7&rooms_max=2&rooms_min=2&sold_age=12m","7"
"Anna Steckséns Gata 15, 5 tr","LägenhetLägenhet                    Vasastan Hagastaden,              Stockholms kommun","Såld 30 november 2022","2 787 kr/mån","Slutpris 4 800 000 kr","106 667 kr/m²","45 m²                                   2 rum",309,1675427967343,"Fri, 03 Feb 2023 12:39:27 GMT","YCTs7oDRNQxtKAlEXeU4","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=7&rooms_max=2&rooms_min=2&sold_age=12m","7"
"Torsgatan 42 A","LägenhetLägenhet                    Vasastan,              Stockholms kommun","Såld 30 november 2022","3 807 kr/mån","Slutpris 7 650 000 kr","103 378 kr/m²","74 m²                                   2 rum",310,1675427967343,"Fri, 03 Feb 2023 12:39:27 GMT","dpxkH408Nl23dvFGTJAv","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=7&rooms_max=2&rooms_min=2&sold_age=12m","7"
"Ringvägen 127B, 2tr","LägenhetLägenhet                    Södermalm,              Stockholms kommun","Såld 30 november 2022","1 314 kr/mån","Slutpris 3 550 000 kr","101 429 kr/m²","35 m²                                   2 rum",311,1675427967343,"Fri, 03 Feb 2023 12:39:27 GMT","u93NFXYSwVdgyHIIz1hR","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=7&rooms_max=2&rooms_min=2&sold_age=12m","7"
"Vikingagatan 28, 2tr","LägenhetLägenhet                    Vasastan Birkastan,              Stockholms kommun","Såld 29 november 2022","1 461 kr/mån","Slutpris 6 200 000 kr","103 333 kr/m²","60 m²                                   2 rum",312,1675427967343,"Fri, 03 Feb 2023 12:39:27 GMT","FvOiFv6fP6jgsaN04F4M","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=7&rooms_max=2&rooms_min=2&sold_age=12m","7"
"Birkagatan 31","LägenhetLägenhet                    Birkastan/Vasastan,              Stockholms kommun","Såld 29 november 2022","2 516 kr/mån","Slutpris 6 300 000 kr","106 780 kr/m²","59 m²                                   2 rum",313,1675427967343,"Fri, 03 Feb 2023 12:39:27 GMT","pvz0iNKqBn8LloyEKPRN","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=7&rooms_max=2&rooms_min=2&sold_age=12m","7"
"Blekingegatan 31 B","LägenhetLägenhet                    Katarina,              Stockholms kommun","Såld 29 november 2022","2 383 kr/mån","Slutpris 3 500 000 kr","89 744 kr/m²","39 m²                                   2 rum",314,1675427967343,"Fri, 03 Feb 2023 12:39:27 GMT","UyUJt3NUdEoL78vg02p9","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=7&rooms_max=2&rooms_min=2&sold_age=12m","7"
"Valhallavägen 65","LägenhetLägenhet                    Östermalm,              Stockholms kommun","Såld 29 november 2022","4 624 kr/mån","Slutpris 5 875 000 kr","78 333 kr/m²","75 m²                                   2 rum",315,1675427967343,"Fri, 03 Feb 2023 12:39:27 GMT","HotTwr88EjMXHMRvJGpG","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=7&rooms_max=2&rooms_min=2&sold_age=12m","7"
"Karlbergsvägen 62, 4tr","LägenhetLägenhet                    Vasastan - Birkastan,              Stockholms kommun","Såld 29 november 2022","1 194 kr/mån","Slutpris 7 595 000 kr","110 072 kr/m²","69 m²                                   2 rum",316,1675427967343,"Fri, 03 Feb 2023 12:39:27 GMT","BtNduh4oRTKaDUNnRrSu","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=7&rooms_max=2&rooms_min=2&sold_age=12m","7"
"Anders Reimers väg 15, 2 tr","LägenhetLägenhet                    Södermalm,              Stockholms kommun","Såld 29 november 2022","2 754 kr/mån","Slutpris 3 875 000 kr","96 875 kr/m²","40 m²                                   2 rum",317,1675427967343,"Fri, 03 Feb 2023 12:39:27 GMT","zmnxlzx97BdLWxkz9HtI","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=7&rooms_max=2&rooms_min=2&sold_age=12m","7"
"Sveavägen 138, 4 tr","LägenhetLägenhet                    Vasastan Sibirien,              Stockholms kommun","Såld 29 november 2022","1 601 kr/mån","Slutpris 3 900 000 kr","100 000 kr/m²","39 m²                                   2 rum",318,1675427967343,"Fri, 03 Feb 2023 12:39:27 GMT","RwAqIBxInJcRkF5l80CC","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=7&rooms_max=2&rooms_min=2&sold_age=12m","7"
"Torsplan 8","LägenhetLägenhet                    Vasastan/Hagastaden,              Stockholms kommun","Såld 29 november 2022","3 866 kr/mån","Slutpris 6 650 000 kr","105 556 kr/m²","63 m²                                   2 rum",319,1675427967343,"Fri, 03 Feb 2023 12:39:27 GMT","U2tHOoUxinSGMN95ymoj","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=7&rooms_max=2&rooms_min=2&sold_age=12m","7"
"Nina Einhorns gata 1, 4 tr","LägenhetLägenhet                    Hagastaden,              Stockholms kommun","Såld 29 november 2022","1 955 kr/mån","Slutpris 3 425 000 kr","91 333 kr/m²","37,5 m²                                   2 rum",320,1675427967343,"Fri, 03 Feb 2023 12:39:27 GMT","PiCt2Z7uWSIlvMS1W8Iy","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=7&rooms_max=2&rooms_min=2&sold_age=12m","7"
"Norrbackagatan 40","LägenhetLägenhet                    Birkastan/Vasastan,              Stockholms kommun","Såld 29 november 2022","2 142 kr/mån","Slutpris 3 890 000 kr","99 744 kr/m²","39 m²                                   2 rum",321,1675427967343,"Fri, 03 Feb 2023 12:39:27 GMT","JbPw1ALcGyVby0Ar0cQj","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=7&rooms_max=2&rooms_min=2&sold_age=12m","7"
"Roslagsgatan 23, 4tr","LägenhetLägenhet                    Vasastan - Sibirien,              Stockholms kommun","Såld 29 november 2022","2 453 kr/mån","Slutpris 6 300 000 kr","110 526 kr/m²","57 m²                                   2 rum",322,1675427967343,"Fri, 03 Feb 2023 12:39:27 GMT","QiWOVMAUFu7j6gAbi2D1","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=7&rooms_max=2&rooms_min=2&sold_age=12m","7"
"Runiusgatan 9, 1,5 tr","LägenhetLägenhet                    Fredhäll,              Stockholms kommun","Såld 29 november 2022","1 633 kr/mån","Slutpris 3 140 000 kr","82 632 kr/m²","38 m²                                   2 rum",323,1675427967343,"Fri, 03 Feb 2023 12:39:27 GMT","ZK5pXhzy8hX2K7Nd6g9I","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=7&rooms_max=2&rooms_min=2&sold_age=12m","7"
"Karlbergsvägen 25B, 3 tr","LägenhetLägenhet                    Vasastan,              Stockholms kommun","Såld 29 november 2022","2 369 kr/mån","Slutpris 6 770 000 kr","110 984 kr/m²","61 m²                                   2 rum",324,1675427967343,"Fri, 03 Feb 2023 12:39:27 GMT","oWd5cAgaEnzmk3cQqD8L","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=7&rooms_max=2&rooms_min=2&sold_age=12m","7"
"Dalslandsgatan 7","LägenhetLägenhet                    Södermalm,              Stockholms kommun","Såld 29 november 2022","1 715 kr/mån","Slutpris 3 400 000 kr","93 151 kr/m²","36,5 m²                                   2 rum",325,1675427967343,"Fri, 03 Feb 2023 12:39:27 GMT","N4O8P0t0bHwscc09HWP2","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=7&rooms_max=2&rooms_min=2&sold_age=12m","7"
"Hornsgatan 62A, 2 tr ö.g","LägenhetLägenhet                    Södermalm - Mariatorget,              Stockholms kommun","Såld 28 november 2022","1 162 kr/mån","Slutpris 4 750 000 kr","103 261 kr/m²","46 m²                                   2 rum",326,1675427967343,"Fri, 03 Feb 2023 12:39:27 GMT","oWFELng2Y6Ggvi95TlCH","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=7&rooms_max=2&rooms_min=2&sold_age=12m","7"
"Wollmar Yxkullsgatan 52B","LägenhetLägenhet                    Maria,              Stockholms kommun","Såld 27 november 2022","2 171 kr/mån","Slutpris 3 900 000 kr","100 000 kr/m²","39 m²                                   2 rum",327,1675427967343,"Fri, 03 Feb 2023 12:39:27 GMT","KFEAukabHCHd2yDojHo4","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=7&rooms_max=2&rooms_min=2&sold_age=12m","7"
"Anna Steckséns Gata 15, 5 tr","LägenhetLägenhet                    Vasastan Hagastaden,              Stockholms kommun","Såld 27 november 2022","2 526 kr/mån","Slutpris 4 150 000 kr","101 220 kr/m²","41 m²                                   2 rum",328,1675427967343,"Fri, 03 Feb 2023 12:39:27 GMT","iprpS9TTXOwrd0zUbm6K","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=7&rooms_max=2&rooms_min=2&sold_age=12m","7"
"Bergsunds strand 15, 5 tr","LägenhetLägenhet                    Hornstull,              Stockholms kommun","Såld 26 november 2022","1 899 kr/mån","Slutpris 4 300 000 kr","102 381 kr/m²","42 m²                                   2 rum",329,1675427967343,"Fri, 03 Feb 2023 12:39:27 GMT","rHiVhvJy8leepOsE32Zk","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=7&rooms_max=2&rooms_min=2&sold_age=12m","7"
"Wollmar Yxkullsgatan 15a","LägenhetLägenhet                    Södermalm- Mariatorget,              Stockholms kommun","Såld 26 november 2022","1 826 kr/mån","Slutpris 3 420 000 kr","79 535 kr/m²","43 m²                                   2 rum",330,1675427967343,"Fri, 03 Feb 2023 12:39:27 GMT","cFlO70eYhvIUJuT5jCmL","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=7&rooms_max=2&rooms_min=2&sold_age=12m","7"
"Rämensvägen 24, 3 tr","LägenhetLägenhet                    Årsta,              Stockholms kommun","Såld 26 november 2022","3 728 kr/mån","Slutpris 2 840 000 kr","56 800 kr/m²","50 m²                                   2 rum",331,1675427967343,"Fri, 03 Feb 2023 12:39:27 GMT","T3evEirYaVoPlIha3BAm","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=7&rooms_max=2&rooms_min=2&sold_age=12m","7"
"Stigbergsgatan 32A, 3 tr","LägenhetLägenhet                    Södermalm,              Stockholms kommun","Såld 26 november 2022","1 781 kr/mån","Slutpris 4 290 000 kr","112 895 kr/m²","38 m²                                   2 rum",332,1675427967343,"Fri, 03 Feb 2023 12:39:27 GMT","1aRQXU8w4WbpnLPzD445","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=7&rooms_max=2&rooms_min=2&sold_age=12m","7"
